# Gene Family	SampleBacterial_Chemotaxis_Abundance-CPM
UniRef50_K7AXY9	20.8817
UniRef50_K7AXY9|unclassified	20.8817
UniRef50_UPI00037EF09A: hypothetical protein	20.8735
UniRef50_UPI00037EF09A: hypothetical protein|unclassified	20.8735
UniRef50_UPI0003608A1F: hypothetical protein	20.8631
UniRef50_UPI0003608A1F: hypothetical protein|unclassified	20.8631
UniRef50_F0RXF6: Periplasmic-binding protein/LacI transcriptional regulator	20.8242
UniRef50_F0RXF6: Periplasmic-binding protein/LacI transcriptional regulator|unclassified	20.8242
UniRef50_UPI000377ED14: hypothetical protein	20.7571
UniRef50_UPI000377ED14: hypothetical protein|unclassified	20.7571
UniRef50_UPI00047AB613: chemotaxis protein CheR	20.6064
UniRef50_UPI00047AB613: chemotaxis protein CheR|unclassified	20.6064
UniRef50_UPI000360A910: hypothetical protein	20.603
UniRef50_UPI000360A910: hypothetical protein|unclassified	20.603
UniRef50_B2TB68	20.5913
UniRef50_B2TB68|unclassified	20.5913
UniRef50_UPI00036BD465: hypothetical protein	20.5697
UniRef50_UPI00036BD465: hypothetical protein|unclassified	20.5697
UniRef50_UPI000348FF86: hypothetical protein	20.4009
UniRef50_UPI000348FF86: hypothetical protein|unclassified	20.4009
UniRef50_X1MJ14: Marine sediment metagenome DNA, contig: S06H3_C05404 (Fragment)	20.3612
UniRef50_X1MJ14: Marine sediment metagenome DNA, contig: S06H3_C05404 (Fragment)|unclassified	20.3612
UniRef50_UPI0002E680E3: hypothetical protein	20.332
UniRef50_UPI0002E680E3: hypothetical protein|unclassified	20.332
UniRef50_UPI00036C1571: hypothetical protein	20.2934
UniRef50_UPI00036C1571: hypothetical protein|unclassified	20.2934
UniRef50_UPI00047B16D0: hypothetical protein	20.2189
UniRef50_UPI00047B16D0: hypothetical protein|unclassified	20.2189
UniRef50_UPI0003754D8B: hypothetical protein	20.1871
UniRef50_UPI0003754D8B: hypothetical protein|unclassified	20.1871
UniRef50_A4THZ4: Flagellar motor switch protein	20.1869
UniRef50_A4THZ4: Flagellar motor switch protein|unclassified	20.1869
UniRef50_X0TLU7: Marine sediment metagenome DNA, contig: S01H1_L07786 (Fragment)	20.1864
UniRef50_X0TLU7: Marine sediment metagenome DNA, contig: S01H1_L07786 (Fragment)|unclassified	20.1864
UniRef50_UPI00035E864D: hypothetical protein	20.1536
UniRef50_UPI00035E864D: hypothetical protein|unclassified	20.1536
UniRef50_L7ZW96: Ribose ABC importer substrate-binding protein	20.0984
UniRef50_L7ZW96: Ribose ABC importer substrate-binding protein|unclassified	20.0984
UniRef50_C1DLC8: ABC transporter substrate binding protein	20.0953
UniRef50_C1DLC8: ABC transporter substrate binding protein|unclassified	20.0953
UniRef50_H3NQR0	20.0948
UniRef50_H3NQR0|unclassified	20.0948
UniRef50_UPI00029A1328: hybrid histidine kinase	20.0486
UniRef50_UPI00029A1328: hybrid histidine kinase|unclassified	20.0486
UniRef50_UPI0003604039: hypothetical protein	20.0334
UniRef50_UPI0003604039: hypothetical protein|unclassified	20.0334
UniRef50_A0A011RZ75: Methyl-accepting chemotaxis protein 4	20.0043
UniRef50_A0A011RZ75: Methyl-accepting chemotaxis protein 4|unclassified	20.0043
UniRef50_R5X9K9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)	19.9112
UniRef50_R5X9K9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)|unclassified	19.9112
UniRef50_E0QSZ6	19.8933
UniRef50_E0QSZ6|unclassified	19.8933
UniRef50_UPI00036EF20C: hypothetical protein	19.8933
UniRef50_UPI00036EF20C: hypothetical protein|unclassified	19.8933
UniRef50_F9TJK1: Sugar ABC transporter periplasmic protein	19.8543
UniRef50_F9TJK1: Sugar ABC transporter periplasmic protein|unclassified	19.8543
UniRef50_UPI0003B4CE56: histidine kinase	19.7967
UniRef50_UPI0003B4CE56: histidine kinase|unclassified	19.7967
UniRef50_J3HU19	19.7791
UniRef50_J3HU19|unclassified	19.7791
UniRef50_F1VWG5	19.7384
UniRef50_F1VWG5|unclassified	19.7384
UniRef50_UPI00036CB0FF: hypothetical protein	19.7248
UniRef50_UPI00036CB0FF: hypothetical protein|unclassified	19.7248
UniRef50_UPI00037FC051: hypothetical protein, partial	19.4445
UniRef50_UPI00037FC051: hypothetical protein, partial|unclassified	19.4445
UniRef50_UPI000370C29E: MULTISPECIES: chemotaxis protein CheA	19.3979
UniRef50_UPI000370C29E: MULTISPECIES: chemotaxis protein CheA|unclassified	19.3979
UniRef50_F5S4K2: Galactoside ABC superfamily ATP binding cassette transporter, binding protein	19.2838
UniRef50_F5S4K2: Galactoside ABC superfamily ATP binding cassette transporter, binding protein|unclassified	19.2838
UniRef50_C5AMD0: Methyl-accepting chemotaxis protein	19.2288
UniRef50_C5AMD0: Methyl-accepting chemotaxis protein|unclassified	19.2288
UniRef50_U2DJV4	19.2149
UniRef50_U2DJV4|unclassified	19.2149
UniRef50_UPI0003622CBE: hypothetical protein	19.1883
UniRef50_UPI0003622CBE: hypothetical protein|unclassified	19.1883
UniRef50_UPI000345A186: hypothetical protein	19.1807
UniRef50_UPI000345A186: hypothetical protein|unclassified	19.1807
UniRef50_G4F9F5: Periplasmic binding protein/LacI transcriptional regulator	19.1762
UniRef50_G4F9F5: Periplasmic binding protein/LacI transcriptional regulator|unclassified	19.1762
UniRef50_UPI0002625B36: flagellar motor switch protein FliN	19.1544
UniRef50_UPI0002625B36: flagellar motor switch protein FliN|unclassified	19.1544
UniRef50_K2D4Q5	19.1365
UniRef50_K2D4Q5|unclassified	19.1365
UniRef50_UPI0004787643: hypothetical protein	19.1311
UniRef50_UPI0004787643: hypothetical protein|unclassified	19.1311
UniRef50_Q8PXA0: Probable chemoreceptor glutamine deamidase CheD 2	18.9374
UniRef50_Q8PXA0: Probable chemoreceptor glutamine deamidase CheD 2|unclassified	18.9374
UniRef50_A0A024H4R2: Putative sugar ABC transporter	18.9322
UniRef50_A0A024H4R2: Putative sugar ABC transporter|unclassified	18.9322
UniRef50_R6KNN6: Periplasmic binding s and sugar binding domain of the LacI family protein	18.8964
UniRef50_R6KNN6: Periplasmic binding s and sugar binding domain of the LacI family protein|unclassified	18.8964
UniRef50_G2ZCL0	18.8888
UniRef50_G2ZCL0|unclassified	18.8888
UniRef50_UPI00036240E1: hypothetical protein	18.8621
UniRef50_UPI00036240E1: hypothetical protein|unclassified	18.8621
UniRef50_UPI0001A42B87: methyl-accepting chemotaxis protein	18.8611
UniRef50_UPI0001A42B87: methyl-accepting chemotaxis protein|unclassified	18.8611
UniRef50_UPI0003B509C8: chemotaxis protein CheD	18.8525
UniRef50_UPI0003B509C8: chemotaxis protein CheD|unclassified	18.8525
UniRef50_UPI0002557F11: type IV pili sensor histidine kinase/response regulator PilL	18.8371
UniRef50_UPI0002557F11: type IV pili sensor histidine kinase/response regulator PilL|unclassified	18.8371
UniRef50_UPI0003C12F3B	18.8184
UniRef50_UPI0003C12F3B|unclassified	18.8184
UniRef50_UPI000262B86D: Sensory transduction histidine kinase	18.8099
UniRef50_UPI000262B86D: Sensory transduction histidine kinase|unclassified	18.8099
UniRef50_D7I0S9: Methyl-accepting chemotaxis protein	18.7293
UniRef50_D7I0S9: Methyl-accepting chemotaxis protein|unclassified	18.7293
UniRef50_UPI00046EE4D7: histidine kinase	18.7078
UniRef50_UPI00046EE4D7: histidine kinase|unclassified	18.7078
UniRef50_T0PG92	18.7046
UniRef50_T0PG92|unclassified	18.7046
UniRef50_UPI00035D5ED4: hypothetical protein	18.7028
UniRef50_UPI00035D5ED4: hypothetical protein|unclassified	18.7028
UniRef50_UPI00034A9169: hypothetical protein	18.6777
UniRef50_UPI00034A9169: hypothetical protein|unclassified	18.6777
UniRef50_Q9AQ05: Hypothetical 71.1 kDa protein	18.6498
UniRef50_Q9AQ05: Hypothetical 71.1 kDa protein|unclassified	18.6498
UniRef50_UPI0004708F1A: hypothetical protein	18.6488
UniRef50_UPI0004708F1A: hypothetical protein|unclassified	18.6488
UniRef50_UPI0002FAD5E9: hypothetical protein	18.6431
UniRef50_UPI0002FAD5E9: hypothetical protein|unclassified	18.6431
UniRef50_UPI0004763654: chemotaxis protein	18.6377
UniRef50_UPI0004763654: chemotaxis protein|unclassified	18.6377
UniRef50_UPI0003B353A1: ATPase	18.6198
UniRef50_UPI0003B353A1: ATPase|unclassified	18.6198
UniRef50_R6YPF0: Periplasmic binding protein/LacI transcriptional regulator	18.6115
UniRef50_R6YPF0: Periplasmic binding protein/LacI transcriptional regulator|unclassified	18.6115
UniRef50_R6I6V5	18.6091
UniRef50_R6I6V5|unclassified	18.6091
UniRef50_UPI00036D94AF: hypothetical protein	18.6035
UniRef50_UPI00036D94AF: hypothetical protein|unclassified	18.6035
UniRef50_UPI00034DE922: hypothetical protein	18.6007
UniRef50_UPI00034DE922: hypothetical protein|unclassified	18.6007
UniRef50_UPI00047DB027: hypothetical protein, partial	18.5887
UniRef50_UPI00047DB027: hypothetical protein, partial|unclassified	18.5887
UniRef50_A0A022GS86: Chemotaxis protein (Fragment)	18.4952
UniRef50_A0A022GS86: Chemotaxis protein (Fragment)|unclassified	18.4952
UniRef50_G8M2S3: CHASE3 domain protein	18.4367
UniRef50_G8M2S3: CHASE3 domain protein|unclassified	18.4367
UniRef50_UPI00037BDEB6: hypothetical protein	18.427
UniRef50_UPI00037BDEB6: hypothetical protein|unclassified	18.427
UniRef50_A0A011QS82: Chemotaxis protein methyltransferase	18.4052
UniRef50_A0A011QS82: Chemotaxis protein methyltransferase|unclassified	18.4052
UniRef50_UPI00036E998F: hypothetical protein	18.346
UniRef50_UPI00036E998F: hypothetical protein|unclassified	18.346
UniRef50_UPI000476D71A: hypothetical protein	18.2325
UniRef50_UPI000476D71A: hypothetical protein|unclassified	18.2325
UniRef50_W8U8B1: D-ribose-binding protein	18.1647
UniRef50_W8U8B1: D-ribose-binding protein|unclassified	18.1647
UniRef50_UPI00035C7481: hypothetical protein	18.163
UniRef50_UPI00035C7481: hypothetical protein|unclassified	18.163
UniRef50_UPI000469C184: chemotaxis protein	18.1247
UniRef50_UPI000469C184: chemotaxis protein|unclassified	18.1247
UniRef50_UPI0002FF6FAF: hypothetical protein	17.9366
UniRef50_UPI0002FF6FAF: hypothetical protein|unclassified	17.9366
UniRef50_UPI00046373BA: hypothetical protein	17.9325
UniRef50_UPI00046373BA: hypothetical protein|unclassified	17.9325
UniRef50_R8X6G6	17.8429
UniRef50_R8X6G6|unclassified	17.8429
UniRef50_UPI000476AF08: chemotaxis protein CheY	17.797
UniRef50_UPI000476AF08: chemotaxis protein CheY|unclassified	17.797
UniRef50_UPI00016C37CD: chemotaxis protein CheC	17.7545
UniRef50_UPI00016C37CD: chemotaxis protein CheC|unclassified	17.7545
UniRef50_UPI0004760C37: chemotaxis protein CheW	17.7029
UniRef50_UPI0004760C37: chemotaxis protein CheW|unclassified	17.7029
UniRef50_A0A011QW30	17.694
UniRef50_A0A011QW30|unclassified	17.694
UniRef50_G7H903	17.6452
UniRef50_G7H903|unclassified	17.6452
UniRef50_G2MTS4: Periplasmic binding protein/LacI transcriptional regulator	17.6019
UniRef50_G2MTS4: Periplasmic binding protein/LacI transcriptional regulator|unclassified	17.6019
UniRef50_UPI0003B64E3D: histidine kinase	17.6013
UniRef50_UPI0003B64E3D: histidine kinase|unclassified	17.6013
UniRef50_UPI000368D05F: hypothetical protein	17.5846
UniRef50_UPI000368D05F: hypothetical protein|unclassified	17.5846
UniRef50_K1RJM9: Protein containing Surface presentation of antigen (SpoA) domain protein (Fragment)	17.5427
UniRef50_K1RJM9: Protein containing Surface presentation of antigen (SpoA) domain protein (Fragment)|unclassified	17.5427
UniRef50_UPI00036A2569: hypothetical protein	17.3572
UniRef50_UPI00036A2569: hypothetical protein|unclassified	17.3572
UniRef50_UPI00036B2834: hypothetical protein	17.3232
UniRef50_UPI00036B2834: hypothetical protein|unclassified	17.3232
UniRef50_UPI0002EC4A90: hypothetical protein	17.1469
UniRef50_UPI0002EC4A90: hypothetical protein|unclassified	17.1469
UniRef50_UPI00035E1C32: hypothetical protein	17.1154
UniRef50_UPI00035E1C32: hypothetical protein|unclassified	17.1154
UniRef50_M5DPA1: Chemotaxis protein CheC	17.0218
UniRef50_M5DPA1: Chemotaxis protein CheC|unclassified	17.0218
UniRef50_E1QM00: CheC domain protein	16.9866
UniRef50_E1QM00: CheC domain protein|unclassified	16.9866
UniRef50_B9TMP9	16.8994
UniRef50_B9TMP9|unclassified	16.8994
UniRef50_E1QKN9: Putative inhibitor of MCP methylation	16.8248
UniRef50_E1QKN9: Putative inhibitor of MCP methylation|unclassified	16.8248
UniRef50_UPI000366DF96: hypothetical protein	16.8171
UniRef50_UPI000366DF96: hypothetical protein|unclassified	16.8171
UniRef50_UPI00036CC3FF: hypothetical protein	16.6417
UniRef50_UPI00036CC3FF: hypothetical protein|unclassified	16.6417
UniRef50_R6VZZ7: Periplasmic binding protein/LacI transcriptional regulator	16.6273
UniRef50_R6VZZ7: Periplasmic binding protein/LacI transcriptional regulator|unclassified	16.6273
UniRef50_UPI0003748C3B: hypothetical protein	16.6269
UniRef50_UPI0003748C3B: hypothetical protein|unclassified	16.6269
UniRef50_UPI0002559B94: chemotaxis protein histidine kinase-like kinase	16.6222
UniRef50_UPI0002559B94: chemotaxis protein histidine kinase-like kinase|unclassified	16.6222
UniRef50_UPI00037FA776: hypothetical protein	16.5659
UniRef50_UPI00037FA776: hypothetical protein|unclassified	16.5659
UniRef50_UPI00016A6A4C: CheA signal transduction histidine kinase, partial	16.5498
UniRef50_UPI00016A6A4C: CheA signal transduction histidine kinase, partial|unclassified	16.5498
UniRef50_UPI000363DFE8: hypothetical protein	16.4968
UniRef50_UPI000363DFE8: hypothetical protein|unclassified	16.4968
UniRef50_UPI0003621EA9: hypothetical protein	16.4938
UniRef50_UPI0003621EA9: hypothetical protein|unclassified	16.4938
UniRef50_UPI00035D2946: hypothetical protein	16.4401
UniRef50_UPI00035D2946: hypothetical protein|unclassified	16.4401
UniRef50_A0A011NSM9: Methyl-accepting chemotaxis protein 4	16.2928
UniRef50_A0A011NSM9: Methyl-accepting chemotaxis protein 4|unclassified	16.2928
UniRef50_K0PIT3: Periplasmic binding ABC transporter protein	16.2317
UniRef50_K0PIT3: Periplasmic binding ABC transporter protein|unclassified	16.2317
UniRef50_R9IT79	16.2207
UniRef50_R9IT79|unclassified	16.2207
UniRef50_UPI0003F4FED8: hypothetical protein	16.2078
UniRef50_UPI0003F4FED8: hypothetical protein|unclassified	16.2078
UniRef50_UPI00037BF70A: hypothetical protein	16.1715
UniRef50_UPI00037BF70A: hypothetical protein|unclassified	16.1715
UniRef50_O82843: Ribose binding protein	16.0753
UniRef50_O82843: Ribose binding protein|unclassified	16.0753
UniRef50_K9W3I3: CheC, inhibitor of MCP methylation	16.0697
UniRef50_K9W3I3: CheC, inhibitor of MCP methylation|unclassified	16.0697
UniRef50_UPI0004103E34: histidine kinase	16.0635
UniRef50_UPI0004103E34: histidine kinase|unclassified	16.0635
UniRef50_UPI0004647759: hypothetical protein	16.0506
UniRef50_UPI0004647759: hypothetical protein|unclassified	16.0506
UniRef50_UPI00046301F2: hypothetical protein	16.0317
UniRef50_UPI00046301F2: hypothetical protein|unclassified	16.0317
UniRef50_UPI000477374A: chemotaxis protein CheY	16.0125
UniRef50_UPI000477374A: chemotaxis protein CheY|unclassified	16.0125
UniRef50_UPI000373B346: hypothetical protein	15.9648
UniRef50_UPI000373B346: hypothetical protein|unclassified	15.9648
UniRef50_UPI00047E51A4: diguanylate cyclase	15.8367
UniRef50_UPI00047E51A4: diguanylate cyclase|unclassified	15.8367
UniRef50_UPI0002625F89: flagellar motor switch protein	15.7873
UniRef50_UPI0002625F89: flagellar motor switch protein|unclassified	15.7873
UniRef50_E3A6T9: Putative chemotaxis transducer	15.7793
UniRef50_E3A6T9: Putative chemotaxis transducer|unclassified	15.7793
UniRef50_UPI0002FA90D3: hypothetical protein	15.7579
UniRef50_UPI0002FA90D3: hypothetical protein|unclassified	15.7579
UniRef50_UPI000469E100: hypothetical protein	15.7537
UniRef50_UPI000469E100: hypothetical protein|unclassified	15.7537
UniRef50_UPI00047931A1: chemotaxis protein CheD	15.7334
UniRef50_UPI00047931A1: chemotaxis protein CheD|unclassified	15.7334
UniRef50_UPI00036A393A: hypothetical protein	15.6825
UniRef50_UPI00036A393A: hypothetical protein|unclassified	15.6825
UniRef50_UPI00047E626E: galactoside ABC transporter substrate-binding protein	15.667
UniRef50_UPI00047E626E: galactoside ABC transporter substrate-binding protein|unclassified	15.667
UniRef50_A4JNU6	15.6579
UniRef50_A4JNU6|unclassified	15.6579
UniRef50_UPI00034D376B: hypothetical protein	15.6368
UniRef50_UPI00034D376B: hypothetical protein|unclassified	15.6368
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial	15.614
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial|unclassified	15.614
UniRef50_K1SIX4: Galactose ABC transporter, periplasmic galactose-binding protein (Fragment)	15.4534
UniRef50_K1SIX4: Galactose ABC transporter, periplasmic galactose-binding protein (Fragment)|unclassified	15.4534
UniRef50_UPI0003689D03: hypothetical protein	15.4379
UniRef50_UPI0003689D03: hypothetical protein|unclassified	15.4379
UniRef50_UPI0002625FE7: MCP methyltransferase/methylesterase, CheR/CheB with PAS/PAC sensor (fragment)	15.4338
UniRef50_UPI0002625FE7: MCP methyltransferase/methylesterase, CheR/CheB with PAS/PAC sensor (fragment)|unclassified	15.4338
UniRef50_UPI00036DB707: hypothetical protein	15.4028
UniRef50_UPI00036DB707: hypothetical protein|unclassified	15.4028
UniRef50_U0F2V7: Sugar ABC transporter substrate-binding protein	15.3887
UniRef50_U0F2V7: Sugar ABC transporter substrate-binding protein|unclassified	15.3887
UniRef50_A0A011NYZ5	15.324
UniRef50_A0A011NYZ5|unclassified	15.324
UniRef50_R6HBF9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)	15.3202
UniRef50_R6HBF9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)|unclassified	15.3202
UniRef50_UPI00037CA269: hypothetical protein	15.3025
UniRef50_UPI00037CA269: hypothetical protein|unclassified	15.3025
UniRef50_UPI0003C181A7	15.2992
UniRef50_UPI0003C181A7|unclassified	15.2992
UniRef50_UPI0004208D47: XRE family transcriptional regulator	15.2192
UniRef50_UPI0004208D47: XRE family transcriptional regulator|unclassified	15.2192
UniRef50_UPI000362AAF7: hypothetical protein	15.2021
UniRef50_UPI000362AAF7: hypothetical protein|unclassified	15.2021
UniRef50_C6NYG7: Flagellar motor switch protein FliN	15.1848
UniRef50_C6NYG7: Flagellar motor switch protein FliN|unclassified	15.1848
UniRef50_K2B163	15.1772
UniRef50_K2B163|unclassified	15.1772
UniRef50_T0N665	15.1772
UniRef50_T0N665|unclassified	15.1772
UniRef50_F8GX11	15.1591
UniRef50_F8GX11|unclassified	15.1591
UniRef50_UPI00036AC678: hypothetical protein	15.1053
UniRef50_UPI00036AC678: hypothetical protein|unclassified	15.1053
UniRef50_K6U231	15.1047
UniRef50_K6U231|unclassified	15.1047
UniRef50_UPI00037BCC25: hypothetical protein	15.0702
UniRef50_UPI00037BCC25: hypothetical protein|unclassified	15.0702
UniRef50_UPI0003671E26: hypothetical protein	14.9748
UniRef50_UPI0003671E26: hypothetical protein|unclassified	14.9748
