# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-RPKs
UniRef50_UPI0003B4DAA1: MerR family transcriptional regulator	2.1790354436
UniRef50_UPI0003B4DAA1: MerR family transcriptional regulator|unclassified	2.1790354436
UniRef50_K4TJF6: Putative exported protein (Fragment)	2.1778712479
UniRef50_K4TJF6: Putative exported protein (Fragment)|unclassified	2.1778712479
UniRef50_UPI00039D8C48: RND transporter	2.1597921170
UniRef50_UPI00039D8C48: RND transporter|unclassified	2.1597921170
UniRef50_UPI0004745ACD: hypothetical protein, partial	2.1483315545
UniRef50_UPI0004745ACD: hypothetical protein, partial|unclassified	2.1483315545
UniRef50_C7QZ52	2.1476033960
UniRef50_C7QZ52|unclassified	2.1476033960
UniRef50_E5AVS3: Transporter, drug/metabolite exporter family	2.1438771342
UniRef50_E5AVS3: Transporter, drug/metabolite exporter family|unclassified	2.1438771342
UniRef50_F0RKH3: Beta-lactamase domain protein	2.1434791921
UniRef50_F0RKH3: Beta-lactamase domain protein|unclassified	2.1434791921
UniRef50_UPI00037DC627: hypothetical protein	2.1230342437
UniRef50_UPI00037DC627: hypothetical protein|unclassified	2.1230342437
UniRef50_UPI00016C4B82: efflux transporter, RND family, MFP subunit	2.1018388156
UniRef50_UPI00016C4B82: efflux transporter, RND family, MFP subunit|unclassified	2.1018388156
UniRef50_J8AFR6	2.0934722021
UniRef50_J8AFR6|unclassified	2.0934722021
UniRef50_UPI0004694836: MerR family transcriptional regulator	2.0793788620
UniRef50_UPI0004694836: MerR family transcriptional regulator|unclassified	2.0793788620
UniRef50_UPI00047EA0E3: secretion protein HlyD	2.0687814187
UniRef50_UPI00047EA0E3: secretion protein HlyD|unclassified	2.0687814187
UniRef50_Q31H45: Metallo-beta-lactamase superfamily protein	2.0608722137
UniRef50_Q31H45: Metallo-beta-lactamase superfamily protein|unclassified	2.0608722137
UniRef50_UPI0001745333: Secretion protein HlyD	2.0418801879
UniRef50_UPI0001745333: Secretion protein HlyD|unclassified	2.0418801879
UniRef50_A0A011QYL4: Periplasmic multidrug efflux lipoprotein	2.0317740019
UniRef50_A0A011QYL4: Periplasmic multidrug efflux lipoprotein|unclassified	2.0317740019
UniRef50_I8SSD9: Heavy metal translocating P-type ATPase (Fragment)	2.0082823226
UniRef50_I8SSD9: Heavy metal translocating P-type ATPase (Fragment)|unclassified	2.0082823226
UniRef50_K6ZC66	2.0048571335
UniRef50_K6ZC66|unclassified	2.0048571335
UniRef50_Q9AHE9: BkdR transcription regulator-like protein	1.9900090395
UniRef50_Q9AHE9: BkdR transcription regulator-like protein|unclassified	1.9900090395
UniRef50_UPI0004770378: osmolarity response regulator	1.9819766028
UniRef50_UPI0004770378: osmolarity response regulator|unclassified	1.9819766028
UniRef50_UPI000370B790: hypothetical protein	1.9782871981
UniRef50_UPI000370B790: hypothetical protein|unclassified	1.9782871981
UniRef50_W4MB43	1.9768431130
UniRef50_W4MB43|unclassified	1.9768431130
UniRef50_UPI0003698A75: hypothetical protein	1.9726504357
UniRef50_UPI0003698A75: hypothetical protein|unclassified	1.9726504357
UniRef50_T0JSF0: P-type ATPase, translocating	1.9714890123
UniRef50_T0JSF0: P-type ATPase, translocating|unclassified	1.9714890123
UniRef50_B9TCH9	1.9674693697
UniRef50_B9TCH9|unclassified	1.9674693697
UniRef50_K8CJ05: Permease of the drug/metabolite transporter (DMT) superfamily	1.9605937943
UniRef50_K8CJ05: Permease of the drug/metabolite transporter (DMT) superfamily|unclassified	1.9605937943
UniRef50_UPI00016A5693: trans-aconitate methyltransferase	1.9523911701
UniRef50_UPI00016A5693: trans-aconitate methyltransferase|unclassified	1.9523911701
UniRef50_F0SPU3: Rhodanese-like protein	1.9516873612
UniRef50_F0SPU3: Rhodanese-like protein|unclassified	1.9516873612
UniRef50_G8TQA2	1.9497063243
UniRef50_G8TQA2|unclassified	1.9497063243
UniRef50_UPI00036EA929: hypothetical protein, partial	1.9473300966
UniRef50_UPI00036EA929: hypothetical protein, partial|unclassified	1.9473300966
UniRef50_W9HCI5: Membrane protein	1.9233964497
UniRef50_W9HCI5: Membrane protein|unclassified	1.9233964497
UniRef50_A8ZRS1: Beta-lactamase domain protein	1.9224573872
UniRef50_A8ZRS1: Beta-lactamase domain protein|unclassified	1.9224573872
UniRef50_G5LJM7: Acriflavin resistance protein A	1.9210046527
UniRef50_G5LJM7: Acriflavin resistance protein A|unclassified	1.9210046527
UniRef50_UPI0001BF7200: hypothetical protein SMAC_10899, partial	1.9202211565
UniRef50_UPI0001BF7200: hypothetical protein SMAC_10899, partial|unclassified	1.9202211565
UniRef50_UPI0004669A6E: sulfurtransferase	1.9198531455
UniRef50_UPI0004669A6E: sulfurtransferase|unclassified	1.9198531455
UniRef50_UPI000361FE7E: hypothetical protein	1.9182529266
UniRef50_UPI000361FE7E: hypothetical protein|unclassified	1.9182529266
UniRef50_UPI0004094C37: hypothetical protein	1.9178262715
UniRef50_UPI0004094C37: hypothetical protein|unclassified	1.9178262715
UniRef50_X1DBH5: Marine sediment metagenome DNA, contig: S01H4_S16693	1.9068686161
UniRef50_X1DBH5: Marine sediment metagenome DNA, contig: S01H4_S16693|unclassified	1.9068686161
UniRef50_UPI0003B321CE: secretion protein HlyD family protein, partial	1.8781657178
UniRef50_UPI0003B321CE: secretion protein HlyD family protein, partial|unclassified	1.8781657178
UniRef50_F7NHR4: Efflux transporter RND family, MFP subunit	1.8755117736
UniRef50_F7NHR4: Efflux transporter RND family, MFP subunit|unclassified	1.8755117736
UniRef50_UPI0003C2686E: PREDICTED: persulfide dioxygenase ETHE1, mitochondrial	1.8738632722
UniRef50_UPI0003C2686E: PREDICTED: persulfide dioxygenase ETHE1, mitochondrial|unclassified	1.8738632722
UniRef50_R6G3M0: Metallo-beta-lactamase domain protein	1.8683129235
UniRef50_R6G3M0: Metallo-beta-lactamase domain protein|unclassified	1.8683129235
UniRef50_UPI00037ED79E: hypothetical protein	1.8626700229
UniRef50_UPI00037ED79E: hypothetical protein|unclassified	1.8626700229
UniRef50_D3P306	1.8538524225
UniRef50_D3P306|unclassified	1.8538524225
UniRef50_UPI0002ED6707: hypothetical protein	1.8536750930
UniRef50_UPI0002ED6707: hypothetical protein|unclassified	1.8536750930
UniRef50_UPI00037FEB36: hypothetical protein	1.8517089865
UniRef50_UPI00037FEB36: hypothetical protein|unclassified	1.8517089865
UniRef50_UPI0003699AA1: hypothetical protein	1.8394739453
UniRef50_UPI0003699AA1: hypothetical protein|unclassified	1.8394739453
UniRef50_C4B7T2: Putative beta-lactamase domain protein	1.8368299209
UniRef50_C4B7T2: Putative beta-lactamase domain protein|unclassified	1.8368299209
UniRef50_UPI0003F6A5E4: hypothetical protein	1.8329557377
UniRef50_UPI0003F6A5E4: hypothetical protein|unclassified	1.8329557377
UniRef50_UPI000373A9FF: hypothetical protein	1.8300026312
UniRef50_UPI000373A9FF: hypothetical protein|unclassified	1.8300026312
UniRef50_C7RW20	1.8294258299
UniRef50_C7RW20|unclassified	1.8294258299
UniRef50_G1XYY8: FAD-dependent pyridine nucleotide-disulfide oxidoreductase	1.8259915923
UniRef50_G1XYY8: FAD-dependent pyridine nucleotide-disulfide oxidoreductase|unclassified	1.8259915923
UniRef50_F3NP25: Integral membrane protein	1.8079583472
UniRef50_F3NP25: Integral membrane protein|unclassified	1.8079583472
UniRef50_UPI0003FC538D: MerR family transcriptional regulator	1.8051654114
UniRef50_UPI0003FC538D: MerR family transcriptional regulator|unclassified	1.8051654114
UniRef50_UPI000367AD71: hypothetical protein	1.7892527702
UniRef50_UPI000367AD71: hypothetical protein|unclassified	1.7892527702
UniRef50_A9IEY0: Probable Cation efflux system protein cusF	1.7881701922
UniRef50_A9IEY0: Probable Cation efflux system protein cusF|unclassified	1.7881701922
UniRef50_D5SR49	1.7733362981
UniRef50_D5SR49|unclassified	1.7733362981
UniRef50_W0F153: RND transporter	1.7648672290
UniRef50_W0F153: RND transporter|unclassified	1.7648672290
UniRef50_C5ZVU7: Metallo-beta-lactamase domain protein	1.7616195071
UniRef50_C5ZVU7: Metallo-beta-lactamase domain protein|unclassified	1.7616195071
UniRef50_K2PMV9	1.7475344767
UniRef50_K2PMV9|unclassified	1.7475344767
UniRef50_UPI0003AA89DA: cysteine ABC transporter	1.7117921183
UniRef50_UPI0003AA89DA: cysteine ABC transporter|unclassified	1.7117921183
UniRef50_UPI0002555D2D: hypothetical protein	1.7103913067
UniRef50_UPI0002555D2D: hypothetical protein|unclassified	1.7103913067
UniRef50_I4CA50: Multidrug resistance efflux pump	1.6821397489
UniRef50_I4CA50: Multidrug resistance efflux pump|unclassified	1.6821397489
UniRef50_X0ZBU5: Marine sediment metagenome DNA, contig: S01H4_L01683 (Fragment)	1.6804280109
UniRef50_X0ZBU5: Marine sediment metagenome DNA, contig: S01H4_L01683 (Fragment)|unclassified	1.6804280109
UniRef50_I7GTR8: Metallo-beta-lactamase family protein	1.6701754059
UniRef50_I7GTR8: Metallo-beta-lactamase family protein|unclassified	1.6701754059
UniRef50_UPI00046921D5: hypothetical protein	1.6661615705
UniRef50_UPI00046921D5: hypothetical protein|unclassified	1.6661615705
UniRef50_UPI0001BF5D57: hypothetical protein SMAC_11872, partial	1.6576611896
UniRef50_UPI0001BF5D57: hypothetical protein SMAC_11872, partial|unclassified	1.6576611896
UniRef50_W6M174	1.6571220638
UniRef50_W6M174|unclassified	1.6571220638
UniRef50_M7N798	1.6500732617
UniRef50_M7N798|unclassified	1.6500732617
UniRef50_UPI00037AD7C5: hypothetical protein	1.6465391138
UniRef50_UPI00037AD7C5: hypothetical protein|unclassified	1.6465391138
UniRef50_UPI00046D88F2: chemotaxis protein CheY	1.6463974424
UniRef50_UPI00046D88F2: chemotaxis protein CheY|unclassified	1.6463974424
UniRef50_A6DNT9: Beta-lactamase-like protein	1.6405954343
UniRef50_A6DNT9: Beta-lactamase-like protein|unclassified	1.6405954343
UniRef50_K8RB94: NodT family RND efflux system outer membrane lipoprotein	1.6360071272
UniRef50_K8RB94: NodT family RND efflux system outer membrane lipoprotein|unclassified	1.6360071272
UniRef50_UPI00046E22B9: PREDICTED: persulfide dioxygenase ETHE1 homolog, mitochondrial-like	1.6342343179
UniRef50_UPI00046E22B9: PREDICTED: persulfide dioxygenase ETHE1 homolog, mitochondrial-like|unclassified	1.6342343179
UniRef50_UPI0003715085: hypothetical protein	1.6335172155
UniRef50_UPI0003715085: hypothetical protein|unclassified	1.6335172155
UniRef50_K2AJT8	1.6313570017
UniRef50_K2AJT8|unclassified	1.6313570017
UniRef50_F3WX32: FAD dependent oxidoreductase family protein	1.6178398092
UniRef50_F3WX32: FAD dependent oxidoreductase family protein|unclassified	1.6178398092
UniRef50_UPI0003B39EC1: metal transporter CzcB	1.6002350247
UniRef50_UPI0003B39EC1: metal transporter CzcB|unclassified	1.6002350247
UniRef50_M8P9L4	1.5990256628
UniRef50_M8P9L4|unclassified	1.5990256628
UniRef50_UPI000306CCC5: hypothetical protein	1.5847544053
UniRef50_UPI000306CCC5: hypothetical protein|unclassified	1.5847544053
UniRef50_G0IWM3	1.5826353613
UniRef50_G0IWM3|unclassified	1.5826353613
UniRef50_V6KNT1	1.5744831469
UniRef50_V6KNT1|unclassified	1.5744831469
UniRef50_UPI0001BF6FAE: hypothetical protein SMAC_11638, partial	1.5553427197
UniRef50_UPI0001BF6FAE: hypothetical protein SMAC_11638, partial|unclassified	1.5553427197
UniRef50_R9VW73	1.5521174334
UniRef50_R9VW73|unclassified	1.5521174334
UniRef50_R4LN83: FAD dependent oxidoreductase	1.5514675029
UniRef50_R4LN83: FAD dependent oxidoreductase|unclassified	1.5514675029
UniRef50_K2CMP7	1.5503909507
UniRef50_K2CMP7|unclassified	1.5503909507
UniRef50_Q1DDT6	1.5450749771
UniRef50_Q1DDT6|unclassified	1.5450749771
UniRef50_UPI0003C7C863: RND transporter, partial	1.5400901744
UniRef50_UPI0003C7C863: RND transporter, partial|unclassified	1.5400901744
UniRef50_N6YUH1	1.5399699172
UniRef50_N6YUH1|unclassified	1.5399699172
UniRef50_I1XJT3: Copper binding periplasmic protein CusF	1.5356959242
UniRef50_I1XJT3: Copper binding periplasmic protein CusF|unclassified	1.5356959242
UniRef50_UPI00038180EC: hypothetical protein	1.5350689043
UniRef50_UPI00038180EC: hypothetical protein|unclassified	1.5350689043
UniRef50_I3X1Z8	1.5320226313
UniRef50_I3X1Z8|unclassified	1.5320226313
UniRef50_UPI00016A6781: hypothetical protein	1.5219642389
UniRef50_UPI00016A6781: hypothetical protein|unclassified	1.5219642389
UniRef50_UPI0004157653: hypothetical protein	1.5198110664
UniRef50_UPI0004157653: hypothetical protein|unclassified	1.5198110664
UniRef50_I3UH32	1.5149265989
UniRef50_I3UH32|unclassified	1.5149265989
UniRef50_UPI00047DD01B: hypothetical protein	1.5030980396
UniRef50_UPI00047DD01B: hypothetical protein|unclassified	1.5030980396
UniRef50_F4A282: Beta-lactamase domain protein	1.4691929585
UniRef50_F4A282: Beta-lactamase domain protein|unclassified	1.4691929585
UniRef50_S9R730	1.4645097435
UniRef50_S9R730|unclassified	1.4645097435
UniRef50_UPI000248F8E0: heavy metal transporter	1.4624176220
UniRef50_UPI000248F8E0: heavy metal transporter|unclassified	1.4624176220
UniRef50_UPI0004658BC5: hypothetical protein	1.4605377378
UniRef50_UPI0004658BC5: hypothetical protein|unclassified	1.4605377378
UniRef50_W6J3B0: Copper-binding protein	1.4567704823
UniRef50_W6J3B0: Copper-binding protein|unclassified	1.4567704823
UniRef50_UPI00035F8CE7: hypothetical protein	1.4530669470
UniRef50_UPI00035F8CE7: hypothetical protein|unclassified	1.4530669470
UniRef50_UPI0004724425: hypothetical protein, partial	1.4517827124
UniRef50_UPI0004724425: hypothetical protein, partial|unclassified	1.4517827124
UniRef50_D1WJA2	1.4465232023
UniRef50_D1WJA2|unclassified	1.4465232023
UniRef50_G7Q4H9: Secretion protein HlyD family protein	1.4456141220
UniRef50_G7Q4H9: Secretion protein HlyD family protein|unclassified	1.4456141220
UniRef50_UPI0004786744: hypothetical protein	1.4434255950
UniRef50_UPI0004786744: hypothetical protein|unclassified	1.4434255950
UniRef50_UPI000366FB00: hypothetical protein	1.4432041912
UniRef50_UPI000366FB00: hypothetical protein|unclassified	1.4432041912
UniRef50_B0SFY8	1.4431605071
UniRef50_B0SFY8|unclassified	1.4431605071
UniRef50_Q1D663	1.4289718916
UniRef50_Q1D663|unclassified	1.4289718916
UniRef50_UPI0003803B59: hypothetical protein	1.4235716632
UniRef50_UPI0003803B59: hypothetical protein|unclassified	1.4235716632
UniRef50_UPI00035D431B: hypothetical protein	1.4203179231
UniRef50_UPI00035D431B: hypothetical protein|unclassified	1.4203179231
UniRef50_G5GIL5	1.4067848948
UniRef50_G5GIL5|unclassified	1.4067848948
UniRef50_UPI0003611763: hypothetical protein	1.4015723459
UniRef50_UPI0003611763: hypothetical protein|unclassified	1.4015723459
UniRef50_J9EWP3	1.3971982632
UniRef50_J9EWP3|unclassified	1.3971982632
UniRef50_UPI00046491EA: hypothetical protein	1.3887550213
UniRef50_UPI00046491EA: hypothetical protein|unclassified	1.3887550213
UniRef50_D2N3A1: Metallo-beta-lactamase family protein	1.3837965025
UniRef50_D2N3A1: Metallo-beta-lactamase family protein|unclassified	1.3837965025
UniRef50_UPI000368B910: hypothetical protein	1.3749071479
UniRef50_UPI000368B910: hypothetical protein|unclassified	1.3749071479
UniRef50_UPI00047A6061: hypothetical protein	1.3735558178
UniRef50_UPI00047A6061: hypothetical protein|unclassified	1.3735558178
UniRef50_L9L8U4: Protein ETHE1, mitochondrial	1.3730352712
UniRef50_L9L8U4: Protein ETHE1, mitochondrial|unclassified	1.3730352712
UniRef50_UPI0003658B26: hypothetical protein	1.3579052565
UniRef50_UPI0003658B26: hypothetical protein|unclassified	1.3579052565
UniRef50_UPI000248DB07: transcriptional regulator y4dJ	1.3577912168
UniRef50_UPI000248DB07: transcriptional regulator y4dJ|unclassified	1.3577912168
UniRef50_UPI00036C1A15: hypothetical protein	1.3357865432
UniRef50_UPI00036C1A15: hypothetical protein|unclassified	1.3357865432
UniRef50_C6B1A4	1.3251963303
UniRef50_C6B1A4|unclassified	1.3251963303
UniRef50_F4C1S7	1.3193938781
UniRef50_F4C1S7|unclassified	1.3193938781
UniRef50_UPI0004785550: multidrug DMT transporter permease	1.3186987427
UniRef50_UPI0004785550: multidrug DMT transporter permease|unclassified	1.3186987427
UniRef50_X2MMA8	1.3105035465
UniRef50_X2MMA8|unclassified	1.3105035465
UniRef50_UPI00036F7D12: hypothetical protein	1.3045684021
UniRef50_UPI00036F7D12: hypothetical protein|unclassified	1.3045684021
UniRef50_H7FWK6: Putative Co/Zn/Cd efflux system membrane fusion protein	1.2984101846
UniRef50_H7FWK6: Putative Co/Zn/Cd efflux system membrane fusion protein|unclassified	1.2984101846
UniRef50_UPI0002D832E2: hypothetical protein	1.2980996807
UniRef50_UPI0002D832E2: hypothetical protein|unclassified	1.2980996807
UniRef50_H1Y637: Efflux transporter, RND family, MFP subunit	1.2919870391
UniRef50_H1Y637: Efflux transporter, RND family, MFP subunit|unclassified	1.2919870391
UniRef50_B0K0N2: Beta-lactamase domain protein	1.2846983304
UniRef50_B0K0N2: Beta-lactamase domain protein|unclassified	1.2846983304
UniRef50_X1Q0J4: Marine sediment metagenome DNA, contig: S06H3_S30083 (Fragment)	1.2797904520
UniRef50_X1Q0J4: Marine sediment metagenome DNA, contig: S06H3_S30083 (Fragment)|unclassified	1.2797904520
UniRef50_F1Z7D9: FAD dependent oxidoreductase	1.2759059487
UniRef50_F1Z7D9: FAD dependent oxidoreductase|unclassified	1.2759059487
UniRef50_UPI0003B39573: MerR family transcriptional regulator	1.2751843295
UniRef50_UPI0003B39573: MerR family transcriptional regulator|unclassified	1.2751843295
UniRef50_F8I4F0: Beta-lactamase domain protein	1.2704787856
UniRef50_F8I4F0: Beta-lactamase domain protein|unclassified	1.2704787856
UniRef50_UPI00046AD005: hypothetical protein	1.2672906759
UniRef50_UPI00046AD005: hypothetical protein|unclassified	1.2672906759
UniRef50_C7PF59	1.2665991500
UniRef50_C7PF59|unclassified	1.2665991500
UniRef50_F4C320	1.2620247203
UniRef50_F4C320|unclassified	1.2620247203
UniRef50_I3CVC7: Cation efflux system protein cusF	1.2552804033
UniRef50_I3CVC7: Cation efflux system protein cusF|unclassified	1.2552804033
UniRef50_C4T760: Transcriptional regulator, AsnC family	1.2351944143
UniRef50_C4T760: Transcriptional regulator, AsnC family|unclassified	1.2351944143
UniRef50_E8RW29: Copper binding periplasmic protein CusF	1.2334726168
UniRef50_E8RW29: Copper binding periplasmic protein CusF|unclassified	1.2334726168
UniRef50_V6M8C7: Membrane protein	1.2316088430
UniRef50_V6M8C7: Membrane protein|unclassified	1.2316088430
UniRef50_X7YUW3: Metallo-beta-lactamase superfamily protein	1.2295951735
UniRef50_X7YUW3: Metallo-beta-lactamase superfamily protein|unclassified	1.2295951735
UniRef50_UPI0003646FAB: hypothetical protein	1.2276039083
UniRef50_UPI0003646FAB: hypothetical protein|unclassified	1.2276039083
UniRef50_UPI0004748402: hypothetical protein, partial	1.2230708244
UniRef50_UPI0004748402: hypothetical protein, partial|unclassified	1.2230708244
UniRef50_UPI00047B362F: hypothetical protein	1.2175880302
UniRef50_UPI00047B362F: hypothetical protein|unclassified	1.2175880302
UniRef50_T1AN26: Beta-lactamase domain protein	1.2154448192
UniRef50_T1AN26: Beta-lactamase domain protein|unclassified	1.2154448192
UniRef50_UPI000475F50B: MerR family transcriptional regulator, partial	1.1732651847
