# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-CPM
UniRef50_X0TSG5: Marine sediment metagenome DNA, contig: S01H1_L06635 (Fragment)	11.2584
UniRef50_X0TSG5: Marine sediment metagenome DNA, contig: S01H1_L06635 (Fragment)|unclassified	11.2584
UniRef50_U3GXI7	11.2385
UniRef50_U3GXI7|unclassified	11.2385
UniRef50_UPI0003B64DB5: membrane protein	11.2002
UniRef50_UPI0003B64DB5: membrane protein|unclassified	11.2002
UniRef50_R7H5W2: Metallo-beta-lactamase domain protein	11.1679
UniRef50_R7H5W2: Metallo-beta-lactamase domain protein|unclassified	11.1679
UniRef50_I8U8B7: CzcB family heavy metal RND efflux membrane fusion protein	11.1452
UniRef50_I8U8B7: CzcB family heavy metal RND efflux membrane fusion protein|unclassified	11.1452
UniRef50_UPI0004168051: hypothetical protein	11.1425
UniRef50_UPI0004168051: hypothetical protein|unclassified	11.1425
UniRef50_V4YS61: Molybdopterin biosynthesis protein MoeB	11.1269
UniRef50_V4YS61: Molybdopterin biosynthesis protein MoeB|unclassified	11.1269
UniRef50_U2HB95: Transcriptional regulator, AsnC family	11.0769
UniRef50_U2HB95: Transcriptional regulator, AsnC family|unclassified	11.0769
UniRef50_W5X6Z0	11.0196
UniRef50_W5X6Z0|unclassified	11.0196
UniRef50_X1LXI4: Marine sediment metagenome DNA, contig: S06H3_L01882	11.013
UniRef50_X1LXI4: Marine sediment metagenome DNA, contig: S06H3_L01882|unclassified	11.013
UniRef50_A0A017HQ11	11.0047
UniRef50_A0A017HQ11|unclassified	11.0047
UniRef50_UPI00037E68DF: hypothetical protein	10.9647
UniRef50_UPI00037E68DF: hypothetical protein|unclassified	10.9647
UniRef50_T0YA42	10.9595
UniRef50_T0YA42|unclassified	10.9595
UniRef50_A4SDL4: Efflux transporter, RND family, MFP subunit	10.922
UniRef50_A4SDL4: Efflux transporter, RND family, MFP subunit|unclassified	10.922
UniRef50_UPI000418641D: MerR family transcriptional regulator	10.921
UniRef50_UPI000418641D: MerR family transcriptional regulator|unclassified	10.921
UniRef50_UPI00036EDC4E: hypothetical protein	10.889
UniRef50_UPI00036EDC4E: hypothetical protein|unclassified	10.889
UniRef50_F4CEJ5	10.8195
UniRef50_F4CEJ5|unclassified	10.8195
UniRef50_X6FVF7	10.7638
UniRef50_X6FVF7|unclassified	10.7638
UniRef50_D3LVR0: Metallo-beta-lactamase domain protein	10.7491
UniRef50_D3LVR0: Metallo-beta-lactamase domain protein|unclassified	10.7491
UniRef50_UPI0003B3BF67: XRE family transcriptional regulator	10.7463
UniRef50_UPI0003B3BF67: XRE family transcriptional regulator|unclassified	10.7463
UniRef50_UPI00035C4EE9: hypothetical protein	10.7271
UniRef50_UPI00035C4EE9: hypothetical protein|unclassified	10.7271
UniRef50_C4TZY0: Transcriptional regulator, AsnC family	10.7133
UniRef50_C4TZY0: Transcriptional regulator, AsnC family|unclassified	10.7133
UniRef50_UPI0003791B91: sulfurtransferase	10.7115
UniRef50_UPI0003791B91: sulfurtransferase|unclassified	10.7115
UniRef50_UPI00036746FC: hypothetical protein	10.7067
UniRef50_UPI00036746FC: hypothetical protein|unclassified	10.7067
UniRef50_W1FAS9: Putative copper efflux system periplasmic protein CusF	10.6671
UniRef50_W1FAS9: Putative copper efflux system periplasmic protein CusF|unclassified	10.6671
UniRef50_UPI0003646652: hypothetical protein	10.6263
UniRef50_UPI0003646652: hypothetical protein|unclassified	10.6263
UniRef50_W8VZ96: Probable Co/Zn/Cd efflux system membrane fusion protein	10.6244
UniRef50_W8VZ96: Probable Co/Zn/Cd efflux system membrane fusion protein|unclassified	10.6244
UniRef50_V6JYZ1	10.6181
UniRef50_V6JYZ1|unclassified	10.6181
UniRef50_UPI00037E2D27: hypothetical protein	10.6179
UniRef50_UPI00037E2D27: hypothetical protein|unclassified	10.6179
UniRef50_UPI00037C2192: hypothetical protein	10.6007
UniRef50_UPI00037C2192: hypothetical protein|unclassified	10.6007
UniRef50_UPI00047951CD: hypothetical protein	10.583
UniRef50_UPI00047951CD: hypothetical protein|unclassified	10.583
UniRef50_UPI000346D5E8: hypothetical protein	10.5511
UniRef50_UPI000346D5E8: hypothetical protein|unclassified	10.5511
UniRef50_UPI00037D64FB: MULTISPECIES: hypothetical protein	10.5345
UniRef50_UPI00037D64FB: MULTISPECIES: hypothetical protein|unclassified	10.5345
UniRef50_UPI00031C5C9C: hypothetical protein	10.5191
UniRef50_UPI00031C5C9C: hypothetical protein|unclassified	10.5191
UniRef50_A8Q9E3: Protein BM-ETHE-1, isoform b	10.5095
UniRef50_A8Q9E3: Protein BM-ETHE-1, isoform b|unclassified	10.5095
UniRef50_UPI000371E6CE: hypothetical protein	10.455
UniRef50_UPI000371E6CE: hypothetical protein|unclassified	10.455
UniRef50_UPI00031E1A17: hypothetical protein	10.4437
UniRef50_UPI00031E1A17: hypothetical protein|unclassified	10.4437
UniRef50_UPI0003C7EFDD: MerR family transcriptional regulator	10.4027
UniRef50_UPI0003C7EFDD: MerR family transcriptional regulator|unclassified	10.4027
UniRef50_X7B744	10.3673
UniRef50_X7B744|unclassified	10.3673
UniRef50_A0A011N5Y6	10.3411
UniRef50_A0A011N5Y6|unclassified	10.3411
UniRef50_UPI0004719895: RND transporter	10.2746
UniRef50_UPI0004719895: RND transporter|unclassified	10.2746
UniRef50_J8IXQ3	10.2264
UniRef50_J8IXQ3|unclassified	10.2264
UniRef50_UPI0004716F4C: hypothetical protein	10.0853
UniRef50_UPI0004716F4C: hypothetical protein|unclassified	10.0853
UniRef50_UPI00037700CE: hypothetical protein	10.0834
UniRef50_UPI00037700CE: hypothetical protein|unclassified	10.0834
UniRef50_X0UB67: Marine sediment metagenome DNA, contig: S01H1_C01169	10.0602
UniRef50_X0UB67: Marine sediment metagenome DNA, contig: S01H1_C01169|unclassified	10.0602
UniRef50_UPI0003A728AD: hypothetical protein	10.0503
UniRef50_UPI0003A728AD: hypothetical protein|unclassified	10.0503
UniRef50_UPI0004793A95: beta-lactamase	10.0407
UniRef50_UPI0004793A95: beta-lactamase|unclassified	10.0407
UniRef50_O30085: Copper-exporting P-type ATPase B	10.0139
UniRef50_O30085: Copper-exporting P-type ATPase B|unclassified	10.0139
UniRef50_UPI0003B79365: hypothetical protein, partial	10.0111
UniRef50_UPI0003B79365: hypothetical protein, partial|unclassified	10.0111
UniRef50_F9PVT6: Conserved domain protein	10.009
UniRef50_F9PVT6: Conserved domain protein|unclassified	10.009
UniRef50_B6IS08	10.005
UniRef50_B6IS08|unclassified	10.005
UniRef50_UPI000379382A: hypothetical protein	9.97855
UniRef50_UPI000379382A: hypothetical protein|unclassified	9.97855
UniRef50_UPI00037B6C01: hypothetical protein	9.94621
UniRef50_UPI00037B6C01: hypothetical protein|unclassified	9.94621
UniRef50_A9B5Q3: Beta-lactamase domain protein	9.94256
UniRef50_A9B5Q3: Beta-lactamase domain protein|unclassified	9.94256
UniRef50_A4XI82: Beta-lactamase domain protein	9.91575
UniRef50_A4XI82: Beta-lactamase domain protein|unclassified	9.91575
UniRef50_UPI00034C2DB8: hypothetical protein	9.89667
UniRef50_UPI00034C2DB8: hypothetical protein|unclassified	9.89667
UniRef50_T1AXZ5: Copper/silver efflux system, membrane component (Fragment)	9.89357
UniRef50_T1AXZ5: Copper/silver efflux system, membrane component (Fragment)|unclassified	9.89357
UniRef50_V4QW70	9.88945
UniRef50_V4QW70|unclassified	9.88945
UniRef50_UPI0002F175F5: hypothetical protein	9.8603
UniRef50_UPI0002F175F5: hypothetical protein|unclassified	9.8603
UniRef50_UPI00028850DD: transcriptional regulator, MerR family protein, partial	9.83152
UniRef50_UPI00028850DD: transcriptional regulator, MerR family protein, partial|unclassified	9.83152
UniRef50_J7LW85	9.82742
UniRef50_J7LW85|unclassified	9.82742
UniRef50_C6NX96: Transcriptional regulator, MerR family	9.78104
UniRef50_C6NX96: Transcriptional regulator, MerR family|unclassified	9.78104
UniRef50_A0A021XAP2	9.74533
UniRef50_A0A021XAP2|unclassified	9.74533
UniRef50_UPI00037DB6D6: hypothetical protein	9.70388
UniRef50_UPI00037DB6D6: hypothetical protein|unclassified	9.70388
UniRef50_T1C746: Acriflavin resistance protein (Fragment)	9.69332
UniRef50_T1C746: Acriflavin resistance protein (Fragment)|unclassified	9.69332
UniRef50_E2NSJ7	9.68539
UniRef50_E2NSJ7|unclassified	9.68539
UniRef50_UPI0004723716: hypothetical protein	9.672
UniRef50_UPI0004723716: hypothetical protein|unclassified	9.672
UniRef50_UPI0003B580DA: hypothetical protein	9.5781
UniRef50_UPI0003B580DA: hypothetical protein|unclassified	9.5781
UniRef50_D2QVS4	9.56705
UniRef50_D2QVS4|unclassified	9.56705
UniRef50_C0N3C5	9.54564
UniRef50_C0N3C5|unclassified	9.54564
UniRef50_UPI0001A43A36: multidrug transporter	9.53474
UniRef50_UPI0001A43A36: multidrug transporter|unclassified	9.53474
UniRef50_UPI0003740C78: hypothetical protein	9.51296
UniRef50_UPI0003740C78: hypothetical protein|unclassified	9.51296
UniRef50_UPI0002E3626C: hypothetical protein	9.50906
UniRef50_UPI0002E3626C: hypothetical protein|unclassified	9.50906
UniRef50_UPI00036E36A3: NAD dependent epimerase/dehydratase, partial	9.46955
UniRef50_UPI00036E36A3: NAD dependent epimerase/dehydratase, partial|unclassified	9.46955
UniRef50_S1S1P0	9.46697
UniRef50_S1S1P0|unclassified	9.46697
UniRef50_UPI0003B775EB: MerR family transcriptional regulator	9.41056
UniRef50_UPI0003B775EB: MerR family transcriptional regulator|unclassified	9.41056
UniRef50_UPI0002E60419: hypothetical protein	9.37511
UniRef50_UPI0002E60419: hypothetical protein|unclassified	9.37511
UniRef50_Q1AV40	9.35361
UniRef50_Q1AV40|unclassified	9.35361
UniRef50_I3Z045	9.30975
UniRef50_I3Z045|unclassified	9.30975
UniRef50_H6LC03	9.29756
UniRef50_H6LC03|unclassified	9.29756
UniRef50_M2AY38: Metal transport-related, exported protein	9.2839
UniRef50_M2AY38: Metal transport-related, exported protein|unclassified	9.2839
UniRef50_E4TIX9: Metallo-beta-lactamase family protein	9.28385
UniRef50_E4TIX9: Metallo-beta-lactamase family protein|unclassified	9.28385
UniRef50_UPI0003824E0F: hypothetical protein	9.25248
UniRef50_UPI0003824E0F: hypothetical protein|unclassified	9.25248
UniRef50_E8N1Y8	9.1769
UniRef50_E8N1Y8|unclassified	9.1769
UniRef50_G8TA63: Efflux transporter, RND family, MFP subunit	9.14854
UniRef50_G8TA63: Efflux transporter, RND family, MFP subunit|unclassified	9.14854
UniRef50_E3EY23	9.08978
UniRef50_E3EY23|unclassified	9.08978
UniRef50_W5Y229	8.99984
UniRef50_W5Y229|unclassified	8.99984
UniRef50_UPI000249022D: regulatory protein MerR	8.98644
UniRef50_UPI000249022D: regulatory protein MerR|unclassified	8.98644
UniRef50_UPI000370A5A8: hypothetical protein, partial	8.98377
UniRef50_UPI000370A5A8: hypothetical protein, partial|unclassified	8.98377
UniRef50_UPI0003C11530: PREDICTED: probable transcriptional regulator ycf27-like	8.92871
UniRef50_UPI0003C11530: PREDICTED: probable transcriptional regulator ycf27-like|unclassified	8.92871
UniRef50_E6QP54: Efflux transporter, RND family, MFP subunit	8.89266
UniRef50_E6QP54: Efflux transporter, RND family, MFP subunit|unclassified	8.89266
UniRef50_UPI0004762C50: hypothetical protein	8.87734
UniRef50_UPI0004762C50: hypothetical protein|unclassified	8.87734
UniRef50_UPI000469C931: hypothetical protein	8.83707
UniRef50_UPI000469C931: hypothetical protein|unclassified	8.83707
UniRef50_B2A2F8: Beta-lactamase domain protein	8.83154
UniRef50_B2A2F8: Beta-lactamase domain protein|unclassified	8.83154
UniRef50_V4GVI5	8.7986
UniRef50_V4GVI5|unclassified	8.7986
UniRef50_UPI000348D095: hypothetical protein	8.76925
UniRef50_UPI000348D095: hypothetical protein|unclassified	8.76925
UniRef50_B0P0H1	8.7561
UniRef50_B0P0H1|unclassified	8.7561
UniRef50_UPI0003B4DAA1: MerR family transcriptional regulator	8.72549
UniRef50_UPI0003B4DAA1: MerR family transcriptional regulator|unclassified	8.72549
UniRef50_K4TJF6: Putative exported protein (Fragment)	8.72083
UniRef50_K4TJF6: Putative exported protein (Fragment)|unclassified	8.72083
UniRef50_UPI00039D8C48: RND transporter	8.64843
UniRef50_UPI00039D8C48: RND transporter|unclassified	8.64843
UniRef50_UPI0004745ACD: hypothetical protein, partial	8.60254
UniRef50_UPI0004745ACD: hypothetical protein, partial|unclassified	8.60254
UniRef50_C7QZ52	8.59962
UniRef50_C7QZ52|unclassified	8.59962
UniRef50_E5AVS3: Transporter, drug/metabolite exporter family	8.5847
UniRef50_E5AVS3: Transporter, drug/metabolite exporter family|unclassified	8.5847
UniRef50_F0RKH3: Beta-lactamase domain protein	8.58311
UniRef50_F0RKH3: Beta-lactamase domain protein|unclassified	8.58311
UniRef50_UPI00037DC627: hypothetical protein	8.50124
UniRef50_UPI00037DC627: hypothetical protein|unclassified	8.50124
UniRef50_UPI00016C4B82: efflux transporter, RND family, MFP subunit	8.41637
UniRef50_UPI00016C4B82: efflux transporter, RND family, MFP subunit|unclassified	8.41637
UniRef50_J8AFR6	8.38287
UniRef50_J8AFR6|unclassified	8.38287
UniRef50_UPI0004694836: MerR family transcriptional regulator	8.32643
UniRef50_UPI0004694836: MerR family transcriptional regulator|unclassified	8.32643
UniRef50_UPI00047EA0E3: secretion protein HlyD	8.284
UniRef50_UPI00047EA0E3: secretion protein HlyD|unclassified	8.284
UniRef50_Q31H45: Metallo-beta-lactamase superfamily protein	8.25233
UniRef50_Q31H45: Metallo-beta-lactamase superfamily protein|unclassified	8.25233
UniRef50_UPI0001745333: Secretion protein HlyD	8.17628
UniRef50_UPI0001745333: Secretion protein HlyD|unclassified	8.17628
UniRef50_A0A011QYL4: Periplasmic multidrug efflux lipoprotein	8.13581
UniRef50_A0A011QYL4: Periplasmic multidrug efflux lipoprotein|unclassified	8.13581
UniRef50_I8SSD9: Heavy metal translocating P-type ATPase (Fragment)	8.04174
UniRef50_I8SSD9: Heavy metal translocating P-type ATPase (Fragment)|unclassified	8.04174
UniRef50_K6ZC66	8.02803
UniRef50_K6ZC66|unclassified	8.02803
UniRef50_Q9AHE9: BkdR transcription regulator-like protein	7.96857
UniRef50_Q9AHE9: BkdR transcription regulator-like protein|unclassified	7.96857
UniRef50_UPI0004770378: osmolarity response regulator	7.93641
UniRef50_UPI0004770378: osmolarity response regulator|unclassified	7.93641
UniRef50_UPI000370B790: hypothetical protein	7.92163
UniRef50_UPI000370B790: hypothetical protein|unclassified	7.92163
UniRef50_W4MB43	7.91585
UniRef50_W4MB43|unclassified	7.91585
UniRef50_UPI0003698A75: hypothetical protein	7.89906
UniRef50_UPI0003698A75: hypothetical protein|unclassified	7.89906
UniRef50_T0JSF0: P-type ATPase, translocating	7.89441
UniRef50_T0JSF0: P-type ATPase, translocating|unclassified	7.89441
UniRef50_B9TCH9	7.87832
UniRef50_B9TCH9|unclassified	7.87832
UniRef50_K8CJ05: Permease of the drug/metabolite transporter (DMT) superfamily	7.85078
UniRef50_K8CJ05: Permease of the drug/metabolite transporter (DMT) superfamily|unclassified	7.85078
UniRef50_UPI00016A5693: trans-aconitate methyltransferase	7.81794
UniRef50_UPI00016A5693: trans-aconitate methyltransferase|unclassified	7.81794
UniRef50_F0SPU3: Rhodanese-like protein	7.81512
UniRef50_F0SPU3: Rhodanese-like protein|unclassified	7.81512
UniRef50_G8TQA2	7.80719
UniRef50_G8TQA2|unclassified	7.80719
UniRef50_UPI00036EA929: hypothetical protein, partial	7.79767
UniRef50_UPI00036EA929: hypothetical protein, partial|unclassified	7.79767
UniRef50_W9HCI5: Membrane protein	7.70184
UniRef50_W9HCI5: Membrane protein|unclassified	7.70184
UniRef50_A8ZRS1: Beta-lactamase domain protein	7.69808
UniRef50_A8ZRS1: Beta-lactamase domain protein|unclassified	7.69808
UniRef50_G5LJM7: Acriflavin resistance protein A	7.69226
UniRef50_G5LJM7: Acriflavin resistance protein A|unclassified	7.69226
UniRef50_UPI0001BF7200: hypothetical protein SMAC_10899, partial	7.68912
UniRef50_UPI0001BF7200: hypothetical protein SMAC_10899, partial|unclassified	7.68912
UniRef50_UPI0004669A6E: sulfurtransferase	7.68765
UniRef50_UPI0004669A6E: sulfurtransferase|unclassified	7.68765
UniRef50_UPI000361FE7E: hypothetical protein	7.68124
UniRef50_UPI000361FE7E: hypothetical protein|unclassified	7.68124
UniRef50_UPI0004094C37: hypothetical protein	7.67953
UniRef50_UPI0004094C37: hypothetical protein|unclassified	7.67953
UniRef50_X1DBH5: Marine sediment metagenome DNA, contig: S01H4_S16693	7.63565
UniRef50_X1DBH5: Marine sediment metagenome DNA, contig: S01H4_S16693|unclassified	7.63565
UniRef50_UPI0003B321CE: secretion protein HlyD family protein, partial	7.52072
UniRef50_UPI0003B321CE: secretion protein HlyD family protein, partial|unclassified	7.52072
UniRef50_F7NHR4: Efflux transporter RND family, MFP subunit	7.51009
UniRef50_F7NHR4: Efflux transporter RND family, MFP subunit|unclassified	7.51009
UniRef50_UPI0003C2686E: PREDICTED: persulfide dioxygenase ETHE1, mitochondrial	7.50349
UniRef50_UPI0003C2686E: PREDICTED: persulfide dioxygenase ETHE1, mitochondrial|unclassified	7.50349
UniRef50_R6G3M0: Metallo-beta-lactamase domain protein	7.48127
UniRef50_R6G3M0: Metallo-beta-lactamase domain protein|unclassified	7.48127
UniRef50_UPI00037ED79E: hypothetical protein	7.45867
UniRef50_UPI00037ED79E: hypothetical protein|unclassified	7.45867
UniRef50_D3P306	7.42336
UniRef50_D3P306|unclassified	7.42336
UniRef50_UPI0002ED6707: hypothetical protein	7.42265
UniRef50_UPI0002ED6707: hypothetical protein|unclassified	7.42265
UniRef50_UPI00037FEB36: hypothetical protein	7.41478
UniRef50_UPI00037FEB36: hypothetical protein|unclassified	7.41478
UniRef50_UPI0003699AA1: hypothetical protein	7.36579
UniRef50_UPI0003699AA1: hypothetical protein|unclassified	7.36579
UniRef50_C4B7T2: Putative beta-lactamase domain protein	7.3552
UniRef50_C4B7T2: Putative beta-lactamase domain protein|unclassified	7.3552
UniRef50_UPI0003F6A5E4: hypothetical protein	7.33968
UniRef50_UPI0003F6A5E4: hypothetical protein|unclassified	7.33968
UniRef50_UPI000373A9FF: hypothetical protein	7.32786
UniRef50_UPI000373A9FF: hypothetical protein|unclassified	7.32786
UniRef50_C7RW20	7.32555
UniRef50_C7RW20|unclassified	7.32555
UniRef50_G1XYY8: FAD-dependent pyridine nucleotide-disulfide oxidoreductase	7.3118
UniRef50_G1XYY8: FAD-dependent pyridine nucleotide-disulfide oxidoreductase|unclassified	7.3118
UniRef50_F3NP25: Integral membrane protein	7.23959
UniRef50_F3NP25: Integral membrane protein|unclassified	7.23959
UniRef50_UPI0003FC538D: MerR family transcriptional regulator	7.2284
UniRef50_UPI0003FC538D: MerR family transcriptional regulator|unclassified	7.2284
UniRef50_UPI000367AD71: hypothetical protein	7.16469
UniRef50_UPI000367AD71: hypothetical protein|unclassified	7.16469
UniRef50_A9IEY0: Probable Cation efflux system protein cusF	7.16035
UniRef50_A9IEY0: Probable Cation efflux system protein cusF|unclassified	7.16035
UniRef50_D5SR49	7.10095
UniRef50_D5SR49|unclassified	7.10095
UniRef50_W0F153: RND transporter	7.06704
UniRef50_W0F153: RND transporter|unclassified	7.06704
UniRef50_C5ZVU7: Metallo-beta-lactamase domain protein	7.05403
UniRef50_C5ZVU7: Metallo-beta-lactamase domain protein|unclassified	7.05403
UniRef50_K2PMV9	6.99763
UniRef50_K2PMV9|unclassified	6.99763
UniRef50_UPI0003AA89DA: cysteine ABC transporter	6.85451
UniRef50_UPI0003AA89DA: cysteine ABC transporter|unclassified	6.85451
UniRef50_UPI0002555D2D: hypothetical protein	6.8489
UniRef50_UPI0002555D2D: hypothetical protein|unclassified	6.8489
UniRef50_I4CA50: Multidrug resistance efflux pump	6.73577
UniRef50_I4CA50: Multidrug resistance efflux pump|unclassified	6.73577
UniRef50_X0ZBU5: Marine sediment metagenome DNA, contig: S01H4_L01683 (Fragment)	6.72892
UniRef50_X0ZBU5: Marine sediment metagenome DNA, contig: S01H4_L01683 (Fragment)|unclassified	6.72892
UniRef50_I7GTR8: Metallo-beta-lactamase family protein	6.68787
UniRef50_I7GTR8: Metallo-beta-lactamase family protein|unclassified	6.68787
UniRef50_UPI00046921D5: hypothetical protein	6.67179
UniRef50_UPI00046921D5: hypothetical protein|unclassified	6.67179
